server_player,surface,derived_period,direction_code,direction_label,tactically_actionable,points,matches,server_wins,server_win_rate,first_date,last_date
Lorenzo Giustino,Hard,2010s,6,t,True,7,2,5,0.7142857142857143,2019-02-03,2019-03-24
Lorenzo Musetti,Hard,2020s,4,wide,True,538,57,292,0.5427509293680297,2020-01-18,2026-03-06
Lorenzo Musetti,Hard,2020s,5,body,True,483,56,236,0.4886128364389234,2020-01-18,2026-03-06
Lorenzo Musetti,Hard,2020s,6,t,True,694,57,359,0.5172910662824207,2020-01-18,2026-03-06
Lorenzo Musetti,Clay,2010s,4,wide,True,38,2,24,0.631578947368421,2019-04-01,2019-05-08
Lorenzo Musetti,Clay,2010s,5,body,True,33,2,15,0.45454545454545453,2019-04-01,2019-05-08
Lorenzo Musetti,Clay,2010s,6,t,True,12,2,7,0.5833333333333334,2019-04-01,2019-05-08
Lorenzo Musetti,Clay,2020s,4,wide,True,573,52,296,0.5165794066317626,2021-05-10,2026-04-17
Lorenzo Musetti,Clay,2020s,5,body,True,275,52,134,0.48727272727272725,2021-05-10,2026-04-17
Lorenzo Musetti,Clay,2020s,6,t,True,533,52,274,0.5140712945590994,2021-05-10,2026-04-17
Lorenzo Musetti,Grass,2020s,4,wide,True,110,12,60,0.5454545454545454,2023-07-07,2024-07-12
Lorenzo Musetti,Grass,2020s,5,body,True,78,11,34,0.4358974358974359,2023-06-23,2024-07-12
Lorenzo Musetti,Grass,2020s,6,t,True,201,13,107,0.5323383084577115,2023-06-23,2024-07-12
Lorenzo Sonego,Hard,2010s,4,wide,True,16,2,9,0.5625,2019-08-13,2019-10-21
Lorenzo Sonego,Hard,2010s,5,body,True,21,2,7,0.3333333333333333,2019-08-13,2019-10-21
Lorenzo Sonego,Hard,2010s,6,t,True,14,2,4,0.2857142857142857,2019-08-13,2019-10-21
Lorenzo Sonego,Hard,2020s,4,wide,True,278,27,135,0.4856115107913669,2020-01-13,2025-11-03
Lorenzo Sonego,Hard,2020s,5,body,True,322,27,172,0.5341614906832298,2020-01-13,2025-11-03
Lorenzo Sonego,Hard,2020s,6,t,True,175,25,91,0.52,2020-01-13,2025-11-03
Lorenzo Sonego,Clay,2010s,4,wide,True,48,4,29,0.6041666666666666,2019-02-06,2019-04-19
Lorenzo Sonego,Clay,2010s,5,body,True,29,4,12,0.41379310344827586,2019-02-06,2019-04-19
Lorenzo Sonego,Clay,2010s,6,t,True,26,4,13,0.5,2019-02-06,2019-04-19
Lorenzo Sonego,Clay,2020s,4,wide,True,72,6,43,0.5972222222222222,2021-05-15,2025-05-25
Lorenzo Sonego,Clay,2020s,5,body,True,59,6,27,0.4576271186440678,2021-05-15,2025-05-25
Lorenzo Sonego,Clay,2020s,6,t,True,37,6,17,0.4594594594594595,2021-05-15,2025-05-25
Lorenzo Sonego,Grass,2020s,4,wide,True,53,5,25,0.4716981132075472,2021-06-27,2025-07-05
Lorenzo Sonego,Grass,2020s,5,body,True,102,5,59,0.5784313725490197,2021-06-27,2025-07-05
Lorenzo Sonego,Grass,2020s,6,t,True,33,5,19,0.5757575757575758,2021-06-27,2025-07-05
Luca Nardi,Hard,2020s,4,wide,True,45,6,19,0.4222222222222222,2022-04-03,2025-08-14
Luca Nardi,Hard,2020s,5,body,True,80,6,39,0.4875,2022-04-03,2025-08-14
Luca Nardi,Hard,2020s,6,t,True,56,6,23,0.4107142857142857,2022-04-03,2025-08-14
Luca Nardi,Clay,2020s,4,wide,True,3,1,0,0.0,2023-04-12,2023-04-12
Luca Nardi,Clay,2020s,5,body,True,1,1,0,0.0,2023-04-12,2023-04-12
Luca Nardi,Clay,2020s,6,t,True,6,1,1,0.16666666666666666,2023-04-12,2023-04-12
Luca Nardi,Grass,2020s,4,wide,True,7,1,4,0.5714285714285714,2025-07-01,2025-07-01
Luca Nardi,Grass,2020s,5,body,True,11,1,4,0.36363636363636365,2025-07-01,2025-07-01
Luca Nardi,Grass,2020s,6,t,True,22,1,9,0.4090909090909091,2025-07-01,2025-07-01
Luca Van Assche,Hard,2020s,4,wide,True,41,5,22,0.5365853658536586,2024-01-17,2025-02-28
Luca Van Assche,Hard,2020s,5,body,True,95,5,56,0.5894736842105263,2024-01-17,2025-02-28
Luca Van Assche,Hard,2020s,6,t,True,25,5,13,0.52,2024-01-17,2025-02-28
Luca Van Assche,Clay,2020s,4,wide,True,10,2,5,0.5,2022-11-27,2022-12-04
Luca Van Assche,Clay,2020s,5,body,True,23,2,7,0.30434782608695654,2022-11-27,2022-12-04
Luca Van Assche,Clay,2020s,6,t,True,20,2,13,0.65,2022-11-27,2022-12-04
Luca Vanni,Hard,2010s,4,wide,True,3,1,1,0.3333333333333333,2014-09-29,2014-09-29
Luca Vanni,Hard,2010s,5,body,True,14,1,5,0.35714285714285715,2014-09-29,2014-09-29
Luca Vanni,Hard,2010s,6,t,True,22,1,12,0.5454545454545454,2014-09-29,2014-09-29
Lucas Catarina,Clay,2020s,4,wide,True,25,2,14,0.56,2021-04-13,2024-04-06
Lucas Catarina,Clay,2020s,5,body,True,25,2,13,0.52,2021-04-13,2024-04-06
Lucas Catarina,Clay,2020s,6,t,True,25,2,10,0.4,2021-04-13,2024-04-06
Lucas Pouille,Hard,2010s,4,wide,True,189,16,93,0.49206349206349204,2015-11-09,2019-09-30
Lucas Pouille,Hard,2010s,5,body,True,229,16,122,0.5327510917030568,2015-11-09,2019-09-30
Lucas Pouille,Hard,2010s,6,t,True,179,16,88,0.49162011173184356,2015-11-09,2019-09-30
Lucas Pouille,Hard,2020s,4,wide,True,26,3,12,0.46153846153846156,2021-09-23,2024-09-22
Lucas Pouille,Hard,2020s,5,body,True,39,3,14,0.358974358974359,2021-09-23,2024-09-22
Lucas Pouille,Hard,2020s,6,t,True,32,3,16,0.5,2021-09-23,2024-09-22
Lucas Pouille,Clay,2010s,4,wide,True,71,7,31,0.43661971830985913,2015-04-14,2019-05-08
Lucas Pouille,Clay,2010s,5,body,True,78,7,41,0.5256410256410257,2015-04-14,2019-05-08
Lucas Pouille,Clay,2010s,6,t,True,61,7,29,0.47540983606557374,2015-04-14,2019-05-08
Lucas Pouille,Clay,2020s,4,wide,True,35,2,15,0.42857142857142855,2021-07-20,2022-05-04
Lucas Pouille,Clay,2020s,5,body,True,7,2,2,0.2857142857142857,2021-07-20,2022-05-04
Lucas Pouille,Clay,2020s,6,t,True,21,2,10,0.47619047619047616,2021-07-20,2022-05-04
Lucas Pouille,Grass,2010s,4,wide,True,49,4,27,0.5510204081632653,2017-06-18,2019-07-06
Lucas Pouille,Grass,2010s,5,body,True,65,4,34,0.5230769230769231,2017-06-18,2019-07-06
Lucas Pouille,Grass,2010s,6,t,True,61,4,32,0.5245901639344263,2017-06-18,2019-07-06
Lucas Pouille,Grass,2010s,0,unknown,False,1,1,0,0.0,2019-07-02,2019-07-02
Luciano Darderi,Hard,2020s,4,wide,True,65,5,31,0.47692307692307695,2024-10-22,2026-01-26
Luciano Darderi,Hard,2020s,5,body,True,34,5,17,0.5,2024-10-22,2026-01-26
Luciano Darderi,Hard,2020s,6,t,True,66,5,25,0.3787878787878788,2024-10-22,2026-01-26
Luciano Darderi,Clay,2020s,4,wide,True,117,7,69,0.5897435897435898,2022-04-15,2026-04-07
Luciano Darderi,Clay,2020s,5,body,True,68,7,37,0.5441176470588235,2022-04-15,2026-04-07
Luciano Darderi,Clay,2020s,6,t,True,70,7,41,0.5857142857142857,2022-04-15,2026-04-07
Luis Ayala,Clay,to_2009,4,wide,True,9,1,5,0.5555555555555556,1960-05-29,1960-05-29
Luis Ayala,Clay,to_2009,5,body,True,12,1,9,0.75,1960-05-29,1960-05-29
Luis Ayala,Clay,to_2009,6,t,True,7,1,3,0.42857142857142855,1960-05-29,1960-05-29
Luis Herrera,Grass,to_2009,4,wide,True,17,1,11,0.6470588235294118,1990-06-25,1990-06-25
Luis Herrera,Grass,to_2009,5,body,True,6,1,3,0.5,1990-06-25,1990-06-25
Luis Herrera,Grass,to_2009,6,t,True,10,1,4,0.4,1990-06-25,1990-06-25
Luka Pavlovic,Hard,2020s,4,wide,True,9,1,5,0.5555555555555556,2026-02-09,2026-02-09
Luka Pavlovic,Hard,2020s,5,body,True,15,1,4,0.26666666666666666,2026-02-09,2026-02-09
Luka Pavlovic,Hard,2020s,6,t,True,15,1,4,0.26666666666666666,2026-02-09,2026-02-09
Lukas Klein,Hard,2020s,4,wide,True,27,2,16,0.5925925925925926,2023-02-04,2026-01-15
Lukas Klein,Hard,2020s,5,body,True,16,2,6,0.375,2023-02-04,2026-01-15
Lukas Klein,Hard,2020s,6,t,True,21,2,14,0.6666666666666666,2023-02-04,2026-01-15
Lukas Klein,Clay,2020s,4,wide,True,10,1,4,0.4,2024-04-22,2024-04-22
Lukas Klein,Clay,2020s,5,body,True,9,1,4,0.4444444444444444,2024-04-22,2024-04-22
Lukas Klein,Clay,2020s,6,t,True,1,1,1,1.0,2024-04-22,2024-04-22
Lukas Lacko,Hard,2010s,4,wide,True,34,5,15,0.4411764705882353,2011-01-17,2019-03-21
Lukas Lacko,Hard,2010s,5,body,True,47,5,20,0.425531914893617,2011-01-17,2019-03-21
Lukas Lacko,Hard,2010s,6,t,True,18,5,4,0.2222222222222222,2011-01-17,2019-03-21
Lukas Lacko,Hard,2020s,4,wide,True,4,1,2,0.5,2021-10-31,2021-10-31
Lukas Lacko,Hard,2020s,5,body,True,19,1,5,0.2631578947368421,2021-10-31,2021-10-31
Lukas Lacko,Hard,2020s,6,t,True,6,1,4,0.6666666666666666,2021-10-31,2021-10-31
Lukas Lacko,Grass,2010s,4,wide,True,12,1,4,0.3333333333333333,2018-07-04,2018-07-04
Lukas Lacko,Grass,2010s,5,body,True,20,1,9,0.45,2018-07-04,2018-07-04
Lukas Lacko,Grass,2010s,6,t,True,6,1,4,0.6666666666666666,2018-07-04,2018-07-04
Lukas Neumayer,Hard,2020s,4,wide,True,20,1,5,0.25,2025-01-06,2025-01-06
Lukas Neumayer,Hard,2020s,5,body,True,9,1,6,0.6666666666666666,2025-01-06,2025-01-06
Lukas Neumayer,Hard,2020s,6,t,True,19,1,10,0.5263157894736842,2025-01-06,2025-01-06
Lukas Neumayer,Clay,2020s,4,wide,True,13,1,6,0.46153846153846156,2024-06-06,2024-06-06
Lukas Neumayer,Clay,2020s,5,body,True,5,1,0,0.0,2024-06-06,2024-06-06
Lukas Neumayer,Clay,2020s,6,t,True,13,1,5,0.38461538461538464,2024-06-06,2024-06-06
Lukas Rosol,Hard,2010s,4,wide,True,34,5,14,0.4117647058823529,2013-03-22,2019-02-01
Lukas Rosol,Hard,2010s,5,body,True,97,5,48,0.4948453608247423,2013-03-22,2019-02-01
Lukas Rosol,Hard,2010s,6,t,True,28,5,14,0.5,2013-03-22,2019-02-01
Lukas Rosol,Clay,2010s,4,wide,True,39,3,21,0.5384615384615384,2014-04-27,2015-05-02
Lukas Rosol,Clay,2010s,5,body,True,31,3,10,0.3225806451612903,2014-04-27,2015-05-02
Lukas Rosol,Clay,2010s,6,t,True,21,3,8,0.38095238095238093,2014-04-27,2015-05-02
Lukas Rosol,Grass,2010s,4,wide,True,42,2,20,0.47619047619047616,2012-06-28,2014-06-26
Lukas Rosol,Grass,2010s,5,body,True,42,2,26,0.6190476190476191,2012-06-28,2014-06-26
Lukas Rosol,Grass,2010s,6,t,True,14,2,9,0.6428571428571429,2012-06-28,2014-06-26
Lukasz Kubot,Clay,to_2009,4,wide,True,8,1,2,0.25,2009-05-10,2009-05-10
Lukasz Kubot,Clay,to_2009,5,body,True,9,1,5,0.5555555555555556,2009-05-10,2009-05-10
Lukasz Kubot,Clay,to_2009,6,t,True,4,1,0,0.0,2009-05-10,2009-05-10
Mackenzie Mcdonald,Hard,2010s,4,wide,True,69,6,37,0.5362318840579711,2015-10-09,2019-03-21
Mackenzie Mcdonald,Hard,2010s,5,body,True,110,6,56,0.509090909090909,2015-10-09,2019-03-21
Mackenzie Mcdonald,Hard,2010s,6,t,True,59,6,26,0.4406779661016949,2015-10-09,2019-03-21
Mackenzie Mcdonald,Hard,2020s,4,wide,True,194,14,91,0.4690721649484536,2021-08-08,2025-07-22
Mackenzie Mcdonald,Hard,2020s,5,body,True,94,13,44,0.46808510638297873,2021-08-08,2025-07-22
Mackenzie Mcdonald,Hard,2020s,6,t,True,137,14,86,0.6277372262773723,2021-08-08,2025-07-22
Mackenzie Mcdonald,Clay,2020s,4,wide,True,33,2,14,0.42424242424242425,2022-05-28,2025-05-27
Mackenzie Mcdonald,Clay,2020s,5,body,True,10,2,6,0.6,2022-05-28,2025-05-27
Mackenzie Mcdonald,Clay,2020s,6,t,True,18,2,10,0.5555555555555556,2022-05-28,2025-05-27
Mackenzie Mcdonald,Grass,2020s,4,wide,True,57,3,27,0.47368421052631576,2023-07-03,2024-07-16
Mackenzie Mcdonald,Grass,2020s,5,body,True,31,3,19,0.6129032258064516,2023-07-03,2024-07-16
Mackenzie Mcdonald,Grass,2020s,6,t,True,46,3,21,0.45652173913043476,2023-07-03,2024-07-16
Magnus Gustafsson,Hard,to_2009,4,wide,True,27,4,13,0.48148148148148145,1989-11-12,1997-10-20
Magnus Gustafsson,Hard,to_2009,5,body,True,45,4,18,0.4,1989-11-12,1997-10-20
Magnus Gustafsson,Hard,to_2009,6,t,True,17,3,7,0.4117647058823529,1993-11-14,1997-10-20
Magnus Gustafsson,Clay,to_2009,4,wide,True,42,2,19,0.4523809523809524,1991-05-12,1993-07-25
Magnus Gustafsson,Clay,to_2009,5,body,True,30,2,11,0.36666666666666664,1991-05-12,1993-07-25
Magnus Gustafsson,Clay,to_2009,6,t,True,6,2,4,0.6666666666666666,1991-05-12,1993-07-25
Magnus Larsson,Hard,to_2009,4,wide,True,55,5,23,0.41818181818181815,1994-11-13,1998-08-15
Magnus Larsson,Hard,to_2009,5,body,True,58,5,27,0.46551724137931033,1994-11-13,1998-08-15
Magnus Larsson,Hard,to_2009,6,t,True,39,5,18,0.46153846153846156,1994-11-13,1998-08-15
Magnus Larsson,Clay,to_2009,4,wide,True,12,1,4,0.3333333333333333,1994-06-04,1994-06-04
Magnus Larsson,Clay,to_2009,5,body,True,1,1,1,1.0,1994-06-04,1994-06-04
Magnus Larsson,Clay,to_2009,6,t,True,9,1,4,0.4444444444444444,1994-06-04,1994-06-04
Magnus Larsson,Grass,to_2009,4,wide,True,10,1,4,0.4,1998-06-15,1998-06-15
Magnus Larsson,Grass,to_2009,5,body,True,10,1,3,0.3,1998-06-15,1998-06-15
Magnus Larsson,Grass,to_2009,6,t,True,5,1,3,0.6,1998-06-15,1998-06-15
Magnus Norman,Hard,to_2009,4,wide,True,16,3,7,0.4375,2000-01-28,2001-01-14
Magnus Norman,Hard,to_2009,5,body,True,24,3,8,0.3333333333333333,2000-01-28,2001-01-14
Magnus Norman,Hard,to_2009,6,t,True,26,3,10,0.38461538461538464,2000-01-28,2001-01-14
Magnus Norman,Clay,to_2009,4,wide,True,89,6,48,0.5393258426966292,2000-05-13,2001-05-07
Magnus Norman,Clay,to_2009,5,body,True,81,6,34,0.41975308641975306,2000-05-13,2001-05-07
Magnus Norman,Clay,to_2009,6,t,True,61,6,34,0.5573770491803278,2000-05-13,2001-05-07
Makoto Ochi,Hard,2010s,4,wide,True,13,1,5,0.38461538461538464,2015-11-23,2015-11-23
Makoto Ochi,Hard,2010s,5,body,True,8,1,1,0.125,2015-11-23,2015-11-23
Makoto Ochi,Hard,2010s,6,t,True,12,1,6,0.5,2015-11-23,2015-11-23
Maks Kasnikowski,Hard,2020s,4,wide,True,17,1,8,0.47058823529411764,2024-08-26,2024-08-26
Maks Kasnikowski,Hard,2020s,5,body,True,47,1,21,0.44680851063829785,2024-08-26,2024-08-26
Maks Kasnikowski,Hard,2020s,6,t,True,4,1,2,0.5,2024-08-26,2024-08-26
Malek Jaziri,Hard,2010s,4,wide,True,60,4,32,0.5333333333333333,2015-01-23,2018-02-27
Malek Jaziri,Hard,2010s,5,body,True,56,4,27,0.48214285714285715,2015-01-23,2018-02-27
Malek Jaziri,Hard,2010s,6,t,True,32,4,18,0.5625,2015-01-23,2018-02-27
Malek Jaziri,Hard,2020s,4,wide,True,6,1,1,0.16666666666666666,2023-02-27,2023-02-27
Malek Jaziri,Hard,2020s,5,body,True,13,1,5,0.38461538461538464,2023-02-27,2023-02-27
Malek Jaziri,Hard,2020s,6,t,True,2,1,0,0.0,2023-02-27,2023-02-27
Malek Jaziri,Clay,2010s,4,wide,True,9,1,5,0.5555555555555556,2019-04-09,2019-04-09
Malek Jaziri,Clay,2010s,5,body,True,1,1,1,1.0,2019-04-09,2019-04-09
Malek Jaziri,Clay,2010s,6,t,True,6,1,2,0.3333333333333333,2019-04-09,2019-04-09
Malek Jaziri,Clay,2020s,4,wide,True,26,1,19,0.7307692307692307,2022-06-21,2022-06-21
Malek Jaziri,Clay,2020s,5,body,True,8,1,5,0.625,2022-06-21,2022-06-21
Malek Jaziri,Clay,2020s,6,t,True,12,1,5,0.4166666666666667,2022-06-21,2022-06-21
Malek Jaziri,Grass,2010s,4,wide,True,21,1,12,0.5714285714285714,2018-06-14,2018-06-14
Malek Jaziri,Grass,2010s,5,body,True,13,1,6,0.46153846153846156,2018-06-14,2018-06-14
Malek Jaziri,Grass,2010s,6,t,True,4,1,0,0.0,2018-06-14,2018-06-14
Malivai Washington,Hard,to_2009,4,wide,True,110,7,51,0.4636363636363636,1992-07-25,1995-11-06
Malivai Washington,Hard,to_2009,5,body,True,34,7,14,0.4117647058823529,1992-07-25,1995-11-06
Malivai Washington,Hard,to_2009,6,t,True,67,7,37,0.5522388059701493,1992-07-25,1995-11-06
Malivai Washington,Grass,to_2009,4,wide,True,63,3,39,0.6190476190476191,1996-07-04,1996-07-07
Malivai Washington,Grass,to_2009,5,body,True,37,3,24,0.6486486486486487,1996-07-04,1996-07-07
Malivai Washington,Grass,to_2009,6,t,True,55,3,27,0.4909090909090909,1996-07-04,1996-07-07
Mansour Bahrami,Clay,to_2009,4,wide,True,8,1,2,0.25,1988-04-27,1988-04-27
Mansour Bahrami,Clay,to_2009,5,body,True,16,1,8,0.5,1988-04-27,1988-04-27
Mansour Bahrami,Clay,to_2009,6,t,True,9,1,3,0.3333333333333333,1988-04-27,1988-04-27
Manuel Orantes,Clay,to_2009,4,wide,True,34,1,17,0.5,1975-09-07,1975-09-07
Manuel Orantes,Clay,to_2009,5,body,True,14,1,5,0.35714285714285715,1975-09-07,1975-09-07
Manuel Orantes,Clay,to_2009,6,t,True,1,1,1,1.0,1975-09-07,1975-09-07
Marat Safin,Hard,to_2009,4,wide,True,781,51,424,0.5428937259923176,1999-11-07,2009-11-10
Marat Safin,Hard,to_2009,5,body,True,787,50,422,0.5362134688691232,1999-11-07,2009-11-10
Marat Safin,Hard,to_2009,6,t,True,691,50,374,0.5412445730824892,1999-11-07,2009-11-10
Marat Safin,Hard,to_2009,0,unknown,False,1,1,1,1.0,2006-04-07,2006-04-07
Marat Safin,Clay,to_2009,4,wide,True,441,23,209,0.47392290249433106,1998-05-26,2008-05-29
Marat Safin,Clay,to_2009,5,body,True,320,23,156,0.4875,1998-05-26,2008-05-29
Marat Safin,Clay,to_2009,6,t,True,357,23,181,0.5070028011204482,1998-05-26,2008-05-29
Marat Safin,Clay,to_2009,0,unknown,False,2,2,1,0.5,2000-04-24,2005-05-30
Marat Safin,Grass,to_2009,4,wide,True,111,8,59,0.5315315315315315,1999-09-24,2008-07-04
Marat Safin,Grass,to_2009,5,body,True,151,8,71,0.47019867549668876,1999-09-24,2008-07-04
Marat Safin,Grass,to_2009,6,t,True,112,8,57,0.5089285714285714,1999-09-24,2008-07-04
Marc Andrea Huesler,Hard,2020s,4,wide,True,115,6,58,0.5043478260869565,2020-10-25,2024-02-03
Marc Andrea Huesler,Hard,2020s,5,body,True,78,6,43,0.5512820512820513,2020-10-25,2024-02-03
Marc Andrea Huesler,Hard,2020s,6,t,True,60,6,27,0.45,2020-10-25,2024-02-03
Marc Andrea Huesler,Clay,2010s,4,wide,True,16,1,8,0.5,2019-07-23,2019-07-23
Marc Andrea Huesler,Clay,2010s,5,body,True,7,1,1,0.14285714285714285,2019-07-23,2019-07-23
Marc Andrea Huesler,Clay,2010s,6,t,True,6,1,6,1.0,2019-07-23,2019-07-23
Marc Gicquel,Grass,to_2009,4,wide,True,8,1,1,0.125,2008-06-28,2008-06-28
Marc Gicquel,Grass,to_2009,5,body,True,12,1,4,0.3333333333333333,2008-06-28,2008-06-28
Marc Gicquel,Grass,to_2009,6,t,True,8,1,2,0.25,2008-06-28,2008-06-28
Marc Lopez,Clay,to_2009,4,wide,True,11,1,6,0.5454545454545454,2003-07-08,2003-07-08
Marc Lopez,Clay,to_2009,5,body,True,5,1,3,0.6,2003-07-08,2003-07-08
Marc Lopez,Clay,to_2009,6,t,True,11,1,6,0.5454545454545454,2003-07-08,2003-07-08
Marc Polmans,Hard,2010s,4,wide,True,29,3,13,0.4482758620689655,2019-02-13,2019-03-24
Marc Polmans,Hard,2010s,5,body,True,48,3,22,0.4583333333333333,2019-02-13,2019-03-24
Marc Polmans,Hard,2010s,6,t,True,19,3,9,0.47368421052631576,2019-02-13,2019-03-24
Marc Polmans,Hard,2020s,4,wide,True,23,2,10,0.43478260869565216,2020-01-21,2024-07-11
Marc Polmans,Hard,2020s,5,body,True,45,2,20,0.4444444444444444,2020-01-21,2024-07-11
Marc Polmans,Hard,2020s,6,t,True,17,2,11,0.6470588235294118,2020-01-21,2024-07-11
Marc Rosset,Hard,to_2009,4,wide,True,84,5,42,0.5,1993-03-03,2000-02-13
Marc Rosset,Hard,to_2009,5,body,True,70,5,34,0.4857142857142857,1993-03-03,2000-02-13
Marc Rosset,Hard,to_2009,6,t,True,41,5,14,0.34146341463414637,1993-03-03,2000-02-13
Marc Rosset,Clay,to_2009,4,wide,True,84,4,40,0.47619047619047616,1992-05-25,1996-06-08
Marc Rosset,Clay,to_2009,5,body,True,105,4,44,0.41904761904761906,1992-05-25,1996-06-08
Marc Rosset,Clay,to_2009,6,t,True,40,4,17,0.425,1992-05-25,1996-06-08
Marc Rosset,Grass,to_2009,4,wide,True,25,2,11,0.44,1991-06-24,1996-06-28
Marc Rosset,Grass,to_2009,5,body,True,25,2,16,0.64,1991-06-24,1996-06-28
Marc Rosset,Grass,to_2009,6,t,True,25,2,13,0.52,1991-06-24,1996-06-28
Marc Sieber,Clay,2010s,4,wide,True,11,1,2,0.18181818181818182,2017-08-17,2017-08-17
Marc Sieber,Clay,2010s,5,body,True,6,1,1,0.16666666666666666,2017-08-17,2017-08-17
Marc Sieber,Clay,2010s,6,t,True,4,1,3,0.75,2017-08-17,2017-08-17
Marcel Freeman,Grass,to_2009,4,wide,True,15,1,4,0.26666666666666666,1987-06-23,1987-06-23
Marcel Freeman,Grass,to_2009,5,body,True,5,1,3,0.6,1987-06-23,1987-06-23
Marcel Freeman,Grass,to_2009,6,t,True,4,1,2,0.5,1987-06-23,1987-06-23
Marcel Granollers,Hard,2010s,4,wide,True,44,9,19,0.4318181818181818,2011-01-17,2018-09-16
Marcel Granollers,Hard,2010s,5,body,True,179,9,80,0.44692737430167595,2011-01-17,2018-09-16
Marcel Granollers,Hard,2010s,6,t,True,25,7,14,0.56,2013-10-07,2018-09-16
Marcel Granollers,Grass,2010s,4,wide,True,9,1,7,0.7777777777777778,2019-07-20,2019-07-20
Marcel Granollers,Grass,2010s,5,body,True,18,1,7,0.3888888888888889,2019-07-20,2019-07-20
Marcel Granollers,Grass,2010s,6,t,True,9,1,4,0.4444444444444444,2019-07-20,2019-07-20
Marcelo Arevalo,Clay,2010s,4,wide,True,20,3,8,0.4,2015-09-28,2019-10-07
Marcelo Arevalo,Clay,2010s,5,body,True,18,3,11,0.6111111111111112,2015-09-28,2019-10-07
Marcelo Arevalo,Clay,2010s,6,t,True,20,3,9,0.45,2015-09-28,2019-10-07
Marcelo Filippini,Clay,to_2009,4,wide,True,23,2,10,0.43478260869565216,1990-05-30,1992-07-25
Marcelo Filippini,Clay,to_2009,5,body,True,13,2,7,0.5384615384615384,1990-05-30,1992-07-25
Marcelo Filippini,Clay,to_2009,6,t,True,24,2,9,0.375,1990-05-30,1992-07-25
Marcelo Rios,Hard,to_2009,4,wide,True,232,11,131,0.5646551724137931,1996-08-24,2000-08-28
Marcelo Rios,Hard,to_2009,5,body,True,60,11,31,0.5166666666666667,1996-08-24,2000-08-28
Marcelo Rios,Hard,to_2009,6,t,True,117,11,66,0.5641025641025641,1996-08-24,2000-08-28
Marcelo Rios,Clay,to_2009,4,wide,True,249,11,131,0.5261044176706827,1995-05-17,2001-05-08
Marcelo Rios,Clay,to_2009,5,body,True,63,11,31,0.49206349206349204,1995-05-17,2001-05-08
Marcelo Rios,Clay,to_2009,6,t,True,92,11,52,0.5652173913043478,1995-05-17,2001-05-08
Marcelo Tomas Barrios Vera,Clay,2020s,4,wide,True,11,1,3,0.2727272727272727,2025-11-07,2025-11-07
Marcelo Tomas Barrios Vera,Clay,2020s,5,body,True,28,1,14,0.5,2025-11-07,2025-11-07
Marcelo Tomas Barrios Vera,Clay,2020s,6,t,True,18,1,11,0.6111111111111112,2025-11-07,2025-11-07
Marco Cecchinato,Hard,2010s,4,wide,True,80,7,47,0.5875,2018-10-11,2019-10-07
Marco Cecchinato,Hard,2010s,5,body,True,43,6,19,0.4418604651162791,2018-10-11,2019-10-07
Marco Cecchinato,Hard,2010s,6,t,True,32,7,12,0.375,2018-10-11,2019-10-07
Marco Cecchinato,Hard,2020s,4,wide,True,3,1,1,0.3333333333333333,2021-03-15,2021-03-15
Marco Cecchinato,Hard,2020s,5,body,True,6,1,3,0.5,2021-03-15,2021-03-15
Marco Cecchinato,Hard,2020s,6,t,True,13,1,3,0.23076923076923078,2021-03-15,2021-03-15
Marco Cecchinato,Clay,2010s,4,wide,True,69,5,33,0.4782608695652174,2018-06-05,2019-05-04
Marco Cecchinato,Clay,2010s,5,body,True,11,5,5,0.45454545454545453,2018-06-05,2019-05-04
Marco Cecchinato,Clay,2010s,6,t,True,43,5,24,0.5581395348837209,2018-06-05,2019-05-04
Marco Cecchinato,Clay,2020s,4,wide,True,75,5,33,0.44,2020-02-02,2022-05-26
Marco Cecchinato,Clay,2020s,5,body,True,46,5,24,0.5217391304347826,2020-02-02,2022-05-26
Marco Cecchinato,Clay,2020s,6,t,True,35,5,19,0.5428571428571428,2020-02-02,2022-05-26
Marco Trungelliti,Clay,2010s,4,wide,True,9,1,4,0.4444444444444444,2019-02-27,2019-02-27
Marco Trungelliti,Clay,2010s,5,body,True,16,1,13,0.8125,2019-02-27,2019-02-27
Marco Trungelliti,Clay,2010s,6,t,True,5,1,1,0.2,2019-02-27,2019-02-27
Marco Trungelliti,Clay,2020s,4,wide,True,37,1,18,0.4864864864864865,2024-07-24,2024-07-24
Marco Trungelliti,Clay,2020s,5,body,True,7,1,3,0.42857142857142855,2024-07-24,2024-07-24
Marco Trungelliti,Clay,2020s,6,t,True,5,1,3,0.6,2024-07-24,2024-07-24
Marcos Baghdatis,Hard,to_2009,4,wide,True,241,8,110,0.45643153526970953,2004-09-02,2008-01-19
Marcos Baghdatis,Hard,to_2009,5,body,True,93,8,55,0.5913978494623656,2004-09-02,2008-01-19
Marcos Baghdatis,Hard,to_2009,6,t,True,187,8,84,0.44919786096256686,2004-09-02,2008-01-19
Marcos Baghdatis,Hard,2010s,4,wide,True,145,10,72,0.496551724137931,2010-01-21,2019-02-27
Marcos Baghdatis,Hard,2010s,5,body,True,70,10,34,0.4857142857142857,2010-01-21,2019-02-27
Marcos Baghdatis,Hard,2010s,6,t,True,76,10,36,0.47368421052631576,2010-01-21,2019-02-27
Marcos Baghdatis,Clay,2010s,4,wide,True,13,1,8,0.6153846153846154,2017-05-08,2017-05-08
