player,surface,year,matches,points
Aaron Krickstein,Clay,1992,1,150
Aaron Krickstein,Hard,1989,1,210
Aaron Krickstein,Hard,1990,1,150
Aaron Krickstein,Hard,1991,2,468
Aaron Krickstein,Hard,1994,1,109
Aaron Krickstein,Hard,1995,2,499
Abedallah Shelbayh,Hard,2023,2,296
Adam Pavlasek,Clay,2019,2,257
Adam Pavlasek,Hard,2016,1,107
Adam Walton,Grass,2025,1,147
Adam Walton,Hard,2024,1,206
Adolfo Daniel Vallejo,Clay,2026,1,186
Adrian Andreev,Clay,2024,2,299
Adrian Andreev,Hard,2022,1,237
Adrian Andreev,Hard,2024,2,372
Adrian Andreev,Hard,2025,1,215
Adrian Garcia,Hard,2005,1,228
Adrian Mannarino,Clay,2017,1,182
Adrian Mannarino,Clay,2018,1,208
Adrian Mannarino,Grass,2016,1,198
Adrian Mannarino,Grass,2018,2,294
Adrian Mannarino,Grass,2021,1,242
Adrian Mannarino,Grass,2022,1,345
Adrian Mannarino,Grass,2023,7,1100
Adrian Mannarino,Grass,2024,2,351
Adrian Mannarino,Hard,2012,1,239
Adrian Mannarino,Hard,2015,1,143
Adrian Mannarino,Hard,2017,6,945
Adrian Mannarino,Hard,2018,2,238
Adrian Mannarino,Hard,2019,2,324
Adrian Mannarino,Hard,2021,1,158
Adrian Mannarino,Hard,2022,13,2023
Adrian Mannarino,Hard,2023,9,1485
Adrian Mannarino,Hard,2024,10,1768
Adrian Mannarino,Hard,2025,4,621
Adrian Mannarino,Hard,2026,5,701
Adrian Voinea,Hard,2002,1,108
Adriano Panatta,Clay,1974,1,233
Adriano Panatta,Clay,1979,2,280
Adriano Panatta,Hard,1980,1,277
Adrien Bossel,Hard,2015,1,78
Agustin Calleri,Clay,2003,1,176
Agustin Velotti,Hard,2016,1,107
Aisam Ul Haq Qureshi,Grass,2007,1,202
Akira Santillan,Hard,2018,1,107
Alan Mackin,Clay,2005,1,126
Albano Olivetti,Hard,2016,1,105
Albert Costa,Clay,1996,1,298
Albert Costa,Clay,1998,1,100
Albert Costa,Clay,2000,2,409
Albert Costa,Clay,2002,2,306
Albert Costa,Hard,1997,2,403
Albert Montanes,Clay,2005,1,72
Albert Montanes,Clay,2014,1,108
Albert Montanes,Clay,2016,1,110
Albert Ramos,Clay,2014,1,137
Albert Ramos,Clay,2017,4,574
Albert Ramos,Clay,2019,2,295
Albert Ramos,Clay,2020,1,291
Albert Ramos,Clay,2021,2,470
Albert Ramos,Clay,2022,4,742
Albert Ramos,Clay,2023,2,228
Albert Ramos,Clay,2025,1,170
Albert Ramos,Grass,2023,1,160
Albert Ramos,Hard,2017,1,139
Albert Ramos,Hard,2018,2,304
Albert Ramos,Hard,2019,2,218
Albert Ramos,Hard,2022,2,308
Alberto Berasategui,Clay,1994,2,375
Alberto Berasategui,Hard,1998,1,276
Alberto Mancini,Clay,1989,2,578
Alberto Mancini,Clay,1991,1,108
Alberto Martin,Clay,2004,1,158
Alejandro Davidovich Fokina,Clay,2019,2,387
Alejandro Davidovich Fokina,Clay,2020,1,291
Alejandro Davidovich Fokina,Clay,2021,4,959
Alejandro Davidovich Fokina,Clay,2022,5,967
Alejandro Davidovich Fokina,Clay,2023,3,491
Alejandro Davidovich Fokina,Clay,2024,2,537
Alejandro Davidovich Fokina,Clay,2025,2,286
Alejandro Davidovich Fokina,Grass,2022,3,792
Alejandro Davidovich Fokina,Grass,2025,1,250
Alejandro Davidovich Fokina,Hard,2019,1,133
Alejandro Davidovich Fokina,Hard,2020,2,339
Alejandro Davidovich Fokina,Hard,2021,7,905
Alejandro Davidovich Fokina,Hard,2022,3,451
Alejandro Davidovich Fokina,Hard,2023,9,1401
Alejandro Davidovich Fokina,Hard,2024,5,626
Alejandro Davidovich Fokina,Hard,2025,6,922
Alejandro Falla,Clay,2006,1,152
Alejandro Falla,Clay,2015,1,119
Alejandro Falla,Grass,2004,1,109
Alejandro Falla,Grass,2010,1,328
Alejandro Falla,Grass,2012,1,180
Alejandro Falla,Grass,2014,1,151
Alejandro Falla,Hard,2013,1,126
Alejandro Gonzalez,Clay,2015,1,113
Alejandro Gonzalez,Hard,2014,1,124
Alejandro Lopez Escribano,Hard,2025,1,134
Alejandro Moro Canas,Clay,2024,1,134
Alejandro Moro Canas,Grass,2024,1,236
Alejandro Tabilo,Clay,2021,1,110
Alejandro Tabilo,Clay,2022,1,122
Alejandro Tabilo,Clay,2024,6,856
Alejandro Tabilo,Clay,2025,3,605
Alejandro Tabilo,Clay,2026,1,186
Alejandro Tabilo,Grass,2022,1,322
Alejandro Tabilo,Hard,2024,5,627
Alejandro Tabilo,Hard,2025,4,668
Alejandro Tabilo,Hard,2026,1,108
Aleksandar Kovacevic,Clay,2023,1,185
Aleksandar Kovacevic,Hard,2021,1,107
Aleksandar Kovacevic,Hard,2022,2,401
Aleksandar Kovacevic,Hard,2024,4,518
Aleksandar Kovacevic,Hard,2025,1,132
Aleksandar Kovacevic,Hard,2026,3,501
Aleksandar Vukic,Clay,2019,1,115
Aleksandar Vukic,Clay,2020,3,530
Aleksandar Vukic,Clay,2024,1,95
Aleksandar Vukic,Grass,2025,1,145
Aleksandar Vukic,Hard,2020,3,461
Aleksandar Vukic,Hard,2022,1,184
Aleksandar Vukic,Hard,2024,1,176
Aleksandar Vukic,Hard,2025,3,444
Aleksandr Nedovyesov,Clay,2015,1,153
Aleksandr Nedovyesov,Hard,2017,1,144
Aleksandre Metreveli,Hard,2022,1,176
Alessandro Giannessi,Clay,2018,1,223
Alessandro Giannessi,Hard,2024,1,115
Alex Barrena,Clay,2024,1,95
Alex Barrena,Clay,2026,1,79
Alex Bogdanovic,Grass,2004,1,140
Alex Bogomolov Jr,Hard,2004,1,132
Alex Bolt,Hard,2019,2,381
Alex Bolt,Hard,2021,1,124
Alex Corretja,Clay,1995,1,118
Alex Corretja,Clay,1996,2,299
Alex Corretja,Clay,1997,1,204
Alex Corretja,Clay,1998,3,480
Alex Corretja,Clay,2000,1,233
Alex Corretja,Clay,2001,5,958
Alex Corretja,Clay,2002,1,151
Alex Corretja,Hard,1995,1,304
Alex Corretja,Hard,1996,1,376
Alex Corretja,Hard,1998,3,657
Alex Corretja,Hard,2000,1,110
Alex Corretja,Hard,2001,1,118
Alex De Minaur,Clay,2020,1,248
Alex De Minaur,Clay,2021,1,146
Alex De Minaur,Clay,2022,3,557
Alex De Minaur,Clay,2023,1,100
Alex De Minaur,Clay,2024,6,667
Alex De Minaur,Clay,2025,4,649
Alex De Minaur,Clay,2026,2,253
Alex De Minaur,Grass,2016,1,167
Alex De Minaur,Grass,2018,1,231
Alex De Minaur,Grass,2021,1,214
Alex De Minaur,Grass,2022,4,847
Alex De Minaur,Grass,2023,1,184
Alex De Minaur,Grass,2024,3,442
Alex De Minaur,Grass,2025,1,242
Alex De Minaur,Hard,2017,1,165
Alex De Minaur,Hard,2018,7,1110
Alex De Minaur,Hard,2019,15,2075
Alex De Minaur,Hard,2020,5,1055
Alex De Minaur,Hard,2021,5,527
Alex De Minaur,Hard,2022,7,1259
Alex De Minaur,Hard,2023,19,3178
Alex De Minaur,Hard,2024,17,2437
Alex De Minaur,Hard,2025,22,3525
Alex De Minaur,Hard,2026,11,1775
Alex Kuznetsov,Hard,2014,1,109
Alex Marti Pujolras,Clay,2024,1,112
Alex Michelsen,Grass,2023,2,329
Alex Michelsen,Grass,2024,2,415
Alex Michelsen,Hard,2024,10,1404
Alex Michelsen,Hard,2025,2,422
Alex Michelsen,Hard,2026,1,140
Alex Molcan,Clay,2022,1,122
Alex Molcan,Clay,2023,1,124
Alex Molcan,Clay,2026,1,161
Alex Molcan,Hard,2022,3,496
Alex Molcan,Hard,2023,4,1020
Alex Molcan,Hard,2024,1,122
Alex Radulescu,Grass,1996,1,367
Alexander Blockx,Clay,2026,1,145
Alexander Blockx,Hard,2023,1,188
Alexander Blockx,Hard,2025,1,100
Alexander Blockx,Hard,2026,1,130
Alexander Bublik,Clay,2019,1,113
Alexander Bublik,Clay,2020,1,271
Alexander Bublik,Clay,2021,2,236
Alexander Bublik,Clay,2022,1,134
Alexander Bublik,Clay,2023,3,434
Alexander Bublik,Clay,2024,1,214
Alexander Bublik,Clay,2025,12,1830
Alexander Bublik,Clay,2026,1,97
Alexander Bublik,Grass,2019,3,406
Alexander Bublik,Grass,2021,1,148
Alexander Bublik,Grass,2022,3,381
Alexander Bublik,Grass,2023,7,1048
Alexander Bublik,Grass,2024,2,251
Alexander Bublik,Grass,2025,2,319
Alexander Bublik,Hard,2017,1,118
Alexander Bublik,Hard,2019,7,1261
Alexander Bublik,Hard,2020,3,435
Alexander Bublik,Hard,2021,5,555
Alexander Bublik,Hard,2022,11,1441
Alexander Bublik,Hard,2023,11,1604
Alexander Bublik,Hard,2024,5,845
Alexander Bublik,Hard,2025,9,1217
Alexander Bublik,Hard,2026,7,1132
Alexander Cozbinov,Hard,2020,1,231
Alexander Popp,Grass,2003,1,306
Alexander Ritschard,Clay,2021,1,117
Alexander Shevchenko,Clay,2023,4,586
Alexander Shevchenko,Clay,2024,2,196
Alexander Shevchenko,Clay,2025,2,220
Alexander Shevchenko,Grass,2023,1,157
Alexander Shevchenko,Hard,2023,1,184
Alexander Shevchenko,Hard,2024,5,764
Alexander Shevchenko,Hard,2025,3,360
Alexander Shevchenko,Hard,2026,2,271
Alexander Vasilenko,Clay,2012,1,94
Alexander Volkov,Clay,1996,1,162
Alexander Volkov,Grass,1991,1,328
Alexander Volkov,Hard,1993,1,169
Alexander Waske,Hard,2002,1,119
Alexander Zverev,Clay,2016,3,482
Alexander Zverev,Clay,2017,5,657
Alexander Zverev,Clay,2018,4,508
Alexander Zverev,Clay,2019,3,505
Alexander Zverev,Clay,2020,1,251
Alexander Zverev,Clay,2021,5,867
Alexander Zverev,Clay,2022,9,1535
Alexander Zverev,Clay,2023,9,1590
Alexander Zverev,Clay,2024,14,2565
Alexander Zverev,Clay,2025,2,369
Alexander Zverev,Clay,2026,4,482
Alexander Zverev,Grass,2015,1,98
Alexander Zverev,Grass,2017,3,361
Alexander Zverev,Grass,2019,2,449
Alexander Zverev,Grass,2021,1,321
Alexander Zverev,Grass,2023,1,115
Alexander Zverev,Grass,2024,3,452
Alexander Zverev,Grass,2025,2,593
Alexander Zverev,Hard,2014,1,110
Alexander Zverev,Hard,2015,1,123
Alexander Zverev,Hard,2016,2,213
Alexander Zverev,Hard,2017,6,997
Alexander Zverev,Hard,2018,3,429
Alexander Zverev,Hard,2019,21,2852
Alexander Zverev,Hard,2020,11,2102
Alexander Zverev,Hard,2021,15,2182
Alexander Zverev,Hard,2022,2,347
Alexander Zverev,Hard,2023,14,2821
Alexander Zverev,Hard,2024,26,4115
Alexander Zverev,Hard,2025,12,1878
Alexander Zverev,Hard,2026,9,1525
Alexandr Binda,Hard,2026,1,128
Alexandr Dolgopolov,Clay,2012,1,154
Alexandr Dolgopolov,Clay,2014,1,135
Alexandr Dolgopolov,Clay,2015,1,189
Alexandr Dolgopolov,Clay,2016,1,139
Alexandr Dolgopolov,Clay,2017,2,293
Alexandr Dolgopolov,Clay,2018,1,91
Alexandr Dolgopolov,Grass,2014,1,291
Alexandr Dolgopolov,Grass,2015,1,200
Alexandr Dolgopolov,Hard,2011,1,243
Alexandr Dolgopolov,Hard,2012,6,756
Alexandr Dolgopolov,Hard,2013,2,168
Alexandr Dolgopolov,Hard,2014,4,605
Alexandr Dolgopolov,Hard,2015,2,324
Alexandr Dolgopolov,Hard,2016,2,263
Alexandr Dolgopolov,Hard,2017,2,252
Alexandre Muller,Clay,2023,3,477
Alexandre Muller,Clay,2024,2,260
Alexandre Muller,Clay,2025,1,116
Alexandre Muller,Grass,2023,1,229
Alexandre Muller,Grass,2025,1,275
Alexandre Muller,Hard,2023,1,128
Alexandre Muller,Hard,2024,2,226
Alexandre Muller,Hard,2025,2,220
Alexandre Penaud,Clay,2012,1,116
Alexei Popyrin,Clay,2023,1,96
Alexei Popyrin,Clay,2024,3,546
Alexei Popyrin,Clay,2025,3,504
Alexei Popyrin,Grass,2024,1,246
Alexei Popyrin,Grass,2025,1,238
Alexei Popyrin,Hard,2019,2,503
Alexei Popyrin,Hard,2020,1,162
Alexei Popyrin,Hard,2021,4,510
Alexei Popyrin,Hard,2022,1,129
Alexei Popyrin,Hard,2023,4,782
Alexei Popyrin,Hard,2024,10,1586
Alexei Popyrin,Hard,2025,2,324
Alexei Popyrin,Hard,2026,1,80
Alexey Vatutin,Clay,2016,1,77
Alexis Galarneau,Clay,2022,1,185
Alexis Galarneau,Hard,2022,1,85
Alexis Galarneau,Hard,2024,2,327
Aljaz Bedene,Clay,2016,1,101
Aljaz Bedene,Clay,2017,1,98
Aljaz Bedene,Clay,2018,2,321
Aljaz Bedene,Clay,2019,12,1822
Aljaz Bedene,Grass,2018,1,119
Aljaz Bedene,Hard,2014,1,106
Aljaz Bedene,Hard,2018,5,1046
Aljaz Bedene,Hard,2019,4,655
Altug Celikbilek,Hard,2017,1,113
Alvaro Guillen Meza,Clay,2024,2,403
Alvaro Guillen Meza,Clay,2025,1,157
Amir Weintraub,Hard,2014,1,146
Amos Mansdorf,Hard,1992,1,248
Anders Jarryd,Grass,1985,1,250
Andre Agassi,Clay,1988,1,310
Andre Agassi,Clay,1989,1,278
Andre Agassi,Clay,1990,5,1139
Andre Agassi,Clay,1991,2,526
Andre Agassi,Clay,1992,4,813
Andre Agassi,Clay,1995,1,196
Andre Agassi,Clay,1998,2,465
Andre Agassi,Clay,1999,3,873
Andre Agassi,Clay,2001,1,192
Andre Agassi,Clay,2002,2,260
Andre Agassi,Clay,2003,3,598
Andre Agassi,Clay,2005,1,144
Andre Agassi,Grass,1991,1,263
Andre Agassi,Grass,1992,5,1088
Andre Agassi,Grass,1993,1,241
Andre Agassi,Grass,1995,1,298
Andre Agassi,Grass,1999,2,382
Andre Agassi,Grass,2000,1,319
Andre Agassi,Grass,2001,1,293
Andre Agassi,Grass,2003,3,822
Andre Agassi,Grass,2006,1,187
Andre Agassi,Hard,1988,2,407
Andre Agassi,Hard,1989,4,891
Andre Agassi,Hard,1990,9,1858
Andre Agassi,Hard,1991,5,661
Andre Agassi,Hard,1992,3,605
Andre Agassi,Hard,1993,7,1494
Andre Agassi,Hard,1994,19,3495
Andre Agassi,Hard,1995,18,3214
Andre Agassi,Hard,1996,12,2162
Andre Agassi,Hard,1997,2,433
Andre Agassi,Hard,1998,15,2534
Andre Agassi,Hard,1999,13,2162
Andre Agassi,Hard,2000,7,1241
Andre Agassi,Hard,2001,15,2509
Andre Agassi,Hard,2002,10,1886
Andre Agassi,Hard,2003,11,1926
Andre Agassi,Hard,2004,7,1489
Andre Agassi,Hard,2005,9,1663
Andre Agassi,Hard,2006,2,678
Andrea Arnaboldi,Grass,2019,1,172
Andrea Collarini,Clay,2019,1,115
Andrea Gaudenzi,Clay,1995,2,380
Andrea Gaudenzi,Clay,1996,1,105
Andrea Gaudenzi,Clay,1998,1,135
Andrea Pellegrino,Clay,2021,1,106
Andrea Pellegrino,Clay,2025,1,196
Andrea Vavassori,Clay,2022,1,109
Andrea Vavassori,Clay,2023,1,112
Andrea Vavassori,Clay,2024,1,134
Andrea Vavassori,Hard,2021,1,107
Andrea Vavassori,Hard,2024,1,103
Andrea Vavassori,Hard,2025,1,95
Andreas Haider Maurer,Clay,2017,1,216
Andreas Haider Maurer,Grass,2015,2,272
Andreas Haider Maurer,Hard,2015,2,241
Andreas Seppi,Clay,2008,1,119
Andreas Seppi,Clay,2012,2,249
Andreas Seppi,Clay,2014,1,94
Andreas Seppi,Clay,2018,1,148
Andreas Seppi,Clay,2019,1,148
Andreas Seppi,Grass,2012,2,261
Andreas Seppi,Grass,2015,1,157
Andreas Seppi,Hard,2012,2,261
Andreas Seppi,Hard,2013,1,122
Andreas Seppi,Hard,2014,1,104
Andreas Seppi,Hard,2015,7,1339
Andreas Seppi,Hard,2017,1,321
Andreas Seppi,Hard,2018,1,140
Andreas Seppi,Hard,2019,5,1017
Andreas Seppi,Hard,2021,1,319
Andreas Vinciguerra,Hard,2001,1,120
Andrei Cherkasov,Clay,1991,2,451
Andrei Cherkasov,Hard,1990,1,154
Andrei Chesnokov,Clay,1989,1,124
Andrei Chesnokov,Clay,1990,2,498
Andrei Chesnokov,Clay,1993,1,305
Andrei Chesnokov,Clay,1995,2,686
Andrei Chesnokov,Grass,1992,1,295
Andrei Chesnokov,Hard,1991,2,350
Andrei Medvedev,Clay,1993,2,395
Andrei Medvedev,Clay,1994,2,401
Andrei Medvedev,Clay,1995,1,135
Andrei Medvedev,Clay,1999,1,297
Andrei Medvedev,Hard,1992,1,114
Andrei Medvedev,Hard,1993,3,463
Andrei Medvedev,Hard,2000,1,108
Andrei Pavel,Clay,2002,1,132
Andrei Pavel,Grass,1999,1,177
Andrei Pavel,Hard,2000,1,122
Andrei Pavel,Hard,2001,2,296
Andrei Pavel,Hard,2002,1,93
Andrei Pavel,Hard,2003,1,182
Andrei Pavel,Hard,2004,1,103
Andrei Pavel,Hard,2006,1,321
Andrei Stoliarov,Hard,2003,1,207
Andrej Martin,Clay,2021,1,100
Andrej Martin,Clay,2025,1,73
Andrej Martin,Hard,2022,1,183
Andres Artunedo,Clay,2012,1,56
Andres Gomez,Clay,1987,1,232
Andres Gomez,Clay,1990,4,769
Andres Gomez,Hard,1990,2,313
Andrew Castle,Hard,1987,1,287
Andrew Foster,Grass,1993,1,171
Andrew Harris,Hard,2019,1,108
Andrey Golubev,Clay,2010,1,129
Andrey Golubev,Clay,2015,1,153
Andrey Golubev,Hard,2008,1,90
Andrey Golubev,Hard,2010,1,208
Andrey Kuznetsov,Clay,2013,1,106
Andrey Kuznetsov,Hard,2015,2,280
Andrey Kuznetsov,Hard,2016,1,113
Andrey Rublev,Clay,2015,1,157
Andrey Rublev,Clay,2018,1,242
Andrey Rublev,Clay,2019,4,634
Andrey Rublev,Clay,2020,1,171
Andrey Rublev,Clay,2021,2,255
Andrey Rublev,Clay,2022,9,1207
Andrey Rublev,Clay,2023,7,1104
Andrey Rublev,Clay,2024,6,980
Andrey Rublev,Clay,2025,3,390
Andrey Rublev,Clay,2026,1,154
Andrey Rublev,Grass,2022,1,135
Andrey Rublev,Grass,2023,2,320
Andrey Rublev,Grass,2024,1,267
Andrey Rublev,Hard,2019,8,1286
Andrey Rublev,Hard,2020,13,2004
Andrey Rublev,Hard,2021,20,2672
Andrey Rublev,Hard,2022,25,3772
Andrey Rublev,Hard,2023,26,4106
Andrey Rublev,Hard,2024,28,4482
Andrey Rublev,Hard,2025,15,2140
Andrey Rublev,Hard,2026,2,284
Andy Murray,Clay,2006,1,136
Andy Murray,Clay,2009,1,187
Andy Murray,Clay,2011,2,417
Andy Murray,Clay,2012,1,299
Andy Murray,Clay,2013,1,87
Andy Murray,Clay,2014,2,310
Andy Murray,Clay,2015,8,1424
Andy Murray,Clay,2016,6,893
Andy Murray,Clay,2017,4,797
Andy Murray,Clay,2020,1,141
Andy Murray,Clay,2022,2,272
Andy Murray,Clay,2023,2,347
Andy Murray,Clay,2024,2,288
Andy Murray,Grass,2005,1,148
Andy Murray,Grass,2006,2,411
Andy Murray,Grass,2008,2,532
Andy Murray,Grass,2009,1,284
Andy Murray,Grass,2010,1,189
Andy Murray,Grass,2011,2,304
Andy Murray,Grass,2012,8,1353
Andy Murray,Grass,2013,3,736
Andy Murray,Grass,2014,1,173
Andy Murray,Grass,2015,3,566
Andy Murray,Grass,2016,2,378
Andy Murray,Grass,2017,1,248
Andy Murray,Grass,2021,2,267
Andy Murray,Grass,2022,8,1212
Andy Murray,Grass,2023,1,345
Andy Murray,Hard,2005,2,468
Andy Murray,Hard,2006,6,881
Andy Murray,Hard,2007,8,1296
Andy Murray,Hard,2008,13,2188
Andy Murray,Hard,2009,12,1803
Andy Murray,Hard,2010,13,2063
Andy Murray,Hard,2011,12,1951
Andy Murray,Hard,2012,19,3285
Andy Murray,Hard,2013,9,1540
Andy Murray,Hard,2014,11,1971
Andy Murray,Hard,2015,21,3384
Andy Murray,Hard,2016,11,1781
Andy Murray,Hard,2017,3,421
Andy Murray,Hard,2018,3,538
Andy Murray,Hard,2019,9,1658
Andy Murray,Hard,2020,2,520
Andy Murray,Hard,2021,9,1554
Andy Murray,Hard,2022,8,1295
Andy Murray,Hard,2023,9,2108
Andy Murray,Hard,2024,5,858
Andy Roddick,Clay,2002,1,133
Andy Roddick,Clay,2003,1,161
Andy Roddick,Clay,2004,1,300
Andy Roddick,Clay,2005,1,239
Andy Roddick,Clay,2006,1,410
Andy Roddick,Clay,2009,1,168
Andy Roddick,Grass,2003,2,380
Andy Roddick,Grass,2004,5,1046
Andy Roddick,Grass,2005,3,716
Andy Roddick,Grass,2006,1,228
Andy Roddick,Grass,2007,2,548
Andy Roddick,Grass,2008,1,132
Andy Roddick,Grass,2009,3,1077
Andy Roddick,Grass,2011,1,87
Andy Roddick,Grass,2012,2,192
Andy Roddick,Hard,2001,4,865
Andy Roddick,Hard,2002,7,995
Andy Roddick,Hard,2003,11,2443
Andy Roddick,Hard,2004,16,2705
Andy Roddick,Hard,2005,5,881
Andy Roddick,Hard,2006,11,1987
Andy Roddick,Hard,2007,6,933
Andy Roddick,Hard,2008,4,679
Andy Roddick,Hard,2009,10,1801
Andy Roddick,Hard,2010,7,1356
Andy Roddick,Hard,2011,5,741
Andy Roddick,Hard,2012,2,420
Ante Pavic,Clay,2014,1,163
Antoine Bellier,Hard,2023,1,231
Antoine Escoffier,Hard,2020,1,131
Antoine Escoffier,Hard,2022,1,136
Antoine Hoang,Hard,2019,1,110
Antonio Veic,Hard,2015,1,98
Aristotelis Thanos,Hard,2022,1,87
Arklon Huertas Del Pino,Clay,2022,1,183
Arnaud Boetsch,Hard,1993,1,198
Arnaud Boetsch,Hard,1995,1,100
Arnaud Boetsch,Hard,1996,1,176
Arnaud Clement,Clay,1999,1,315
Arnaud Clement,Clay,2001,1,169
Arnaud Clement,Clay,2003,1,122
Arnaud Clement,Clay,2004,1,463
Arnaud Clement,Hard,2000,2,289
Arnaud Clement,Hard,2001,2,521
Arnaud Clement,Hard,2004,1,175
Arnaud Clement,Hard,2005,1,326
Arnaud Clement,Hard,2006,2,297
Arnaud Di Pasquale,Hard,2000,1,191
Arthur Ashe,Grass,1969,1,210
Arthur Ashe,Grass,1972,1,263
Arthur Ashe,Grass,1975,1,319
Arthur Ashe,Hard,1979,1,212
Arthur Cazaux,Clay,2024,1,236
Arthur Cazaux,Clay,2025,4,617
Arthur Cazaux,Hard,2020,1,100
Arthur Cazaux,Hard,2024,4,758
Arthur Cazaux,Hard,2025,2,330
Arthur Fery,Grass,2023,1,188
Arthur Fery,Grass,2025,1,238
Arthur Fery,Hard,2026,1,136
Arthur Fils,Clay,2023,2,226
Arthur Fils,Clay,2024,10,1292
Arthur Fils,Clay,2025,9,1479
Arthur Fils,Clay,2026,7,852
Arthur Fils,Grass,2024,5,844
Arthur Fils,Hard,2023,6,915
Arthur Fils,Hard,2024,16,2382
Arthur Fils,Hard,2025,8,1351
Arthur Fils,Hard,2026,7,986
Arthur Rinderknech,Clay,2023,2,292
Arthur Rinderknech,Clay,2025,2,274
Arthur Rinderknech,Clay,2026,1,117
Arthur Rinderknech,Grass,2023,1,204
Arthur Rinderknech,Grass,2024,1,128
Arthur Rinderknech,Grass,2025,3,709
Arthur Rinderknech,Hard,2021,1,101
Arthur Rinderknech,Hard,2022,4,570
Arthur Rinderknech,Hard,2024,3,458
Arthur Rinderknech,Hard,2025,3,387
Arthur Rinderknech,Hard,2026,1,117
Aslan Karatsev,Clay,2021,3,370
Aslan Karatsev,Clay,2022,3,511
Aslan Karatsev,Clay,2023,1,125
Aslan Karatsev,Hard,2020,1,217
Aslan Karatsev,Hard,2021,9,1410
Aslan Karatsev,Hard,2022,9,1770
Aslan Karatsev,Hard,2023,4,553
Attila Balazs,Clay,2019,1,114
Attila Balazs,Hard,2020,2,340
Attila Balazs,Hard,2023,1,117
Axel Michon,Hard,2017,1,105
Balazs Taroczy,Clay,1976,1,335
Baptiste Crepatte,Clay,2019,1,120
Baptiste Crepatte,Hard,2019,1,110
Beibit Zhukayev,Hard,2025,1,241
Ben Shelton,Clay,2023,1,89
Ben Shelton,Clay,2024,1,154
Ben Shelton,Clay,2025,4,742
Ben Shelton,Clay,2026,1,146
Ben Shelton,Grass,2024,1,186
Ben Shelton,Grass,2025,2,279
Ben Shelton,Hard,2021,2,331
Ben Shelton,Hard,2022,1,367
Ben Shelton,Hard,2023,7,1264
Ben Shelton,Hard,2024,11,2085
Ben Shelton,Hard,2025,12,2333
Ben Shelton,Hard,2026,1,193
Benjamin Balleret,Clay,2006,1,96
Benjamin Becker,Hard,2006,1,106
Benjamin Becker,Hard,2007,1,117
Benjamin Becker,Hard,2008,1,161
Benjamin Becker,Hard,2009,1,116
Benjamin Bonzi,Clay,2025,1,122
Benjamin Bonzi,Grass,2025,1,125
Benjamin Bonzi,Hard,2021,2,358
Benjamin Bonzi,Hard,2022,1,156
Benjamin Bonzi,Hard,2023,3,532
Benjamin Bonzi,Hard,2024,2,372
Benjamin Bonzi,Hard,2025,1,306
Benjamin Hassan,Clay,2024,1,123
Benoit Paire,Clay,2012,1,120
Benoit Paire,Clay,2013,1,148
Benoit Paire,Clay,2015,1,158
Benoit Paire,Clay,2018,1,109
Benoit Paire,Clay,2019,3,474
Benoit Paire,Clay,2021,3,401
Benoit Paire,Clay,2022,2,278
Benoit Paire,Grass,2018,2,393
Benoit Paire,Grass,2021,1,96
Benoit Paire,Hard,2014,2,446
Benoit Paire,Hard,2015,2,280
Benoit Paire,Hard,2016,3,485
Benoit Paire,Hard,2017,3,297
Benoit Paire,Hard,2018,5,712
Benoit Paire,Hard,2019,5,856
Benoit Paire,Hard,2020,4,831
Benoit Paire,Hard,2021,3,586
Benoit Paire,Hard,2022,5,661
Bernabe Zapata Miralles,Clay,2022,1,93
Bernabe Zapata Miralles,Clay,2023,4,673
Bernabe Zapata Miralles,Clay,2024,1,179
Bernabe Zapata Miralles,Hard,2019,1,172
Bernabe Zapata Miralles,Hard,2021,1,298
Bernabe Zapata Miralles,Hard,2023,1,152
Bernard Tomic,Clay,2016,1,209
Bernard Tomic,Clay,2019,1,162
Bernard Tomic,Clay,2024,1,167
Bernard Tomic,Grass,2014,1,243
Bernard Tomic,Grass,2015,2,262
Bernard Tomic,Hard,2010,1,346
Bernard Tomic,Hard,2012,1,171
Bernard Tomic,Hard,2013,5,632
Bernard Tomic,Hard,2014,6,793
Bernard Tomic,Hard,2015,8,1470
Bernard Tomic,Hard,2016,1,163
Bernard Tomic,Hard,2024,2,290
Bernard Tomic,Hard,2025,1,164
Bernd Karbacher,Clay,1996,1,305
Bill Scanlon,Hard,1983,1,181
Billy Harris,Hard,2022,1,85
Billy Harris,Hard,2024,1,101
Billy Harris,Hard,2025,1,146
Bjorn Borg,Clay,1974,1,233
Bjorn Borg,Clay,1976,1,122
Bjorn Borg,Clay,1978,2,237
Bjorn Borg,Clay,1980,2,312
Bjorn Borg,Clay,1981,2,415
Bjorn Borg,Clay,1991,1,103
Bjorn Borg,Grass,1980,2,589
Bjorn Borg,Grass,1981,2,585
Bjorn Borg,Hard,1975,1,134
Bjorn Borg,Hard,1978,1,170
Bjorn Borg,Hard,1980,4,810
Bjorn Borg,Hard,1981,3,588
Bjorn Fratangelo,Clay,2022,1,165
Bjorn Fratangelo,Hard,2019,1,231
Bjorn Phau,Hard,2009,1,145
Bjorn Phau,Hard,2012,1,150
Blaz Kavcic,Hard,2011,1,289
Blaz Kavcic,Hard,2014,1,175
Blaz Kavcic,Hard,2015,1,92
Blaz Kavcic,Hard,2017,1,126
Blaz Rola,Clay,2018,1,105
Blaz Rola,Clay,2019,1,164
