scope,direction,metric,threshold,stratum_type,stratum,eligible_rows,total_rows,coverage_rate,complete_matches,total_matches,complete_match_rate,covered_players
opponent_global,wide,direction_points,50,derived_period,2010s,3371,4464,0.755152329749104,1377,2232,0.6169354838709677,283
opponent_global,wide,direction_points,50,derived_period,2020s,5724,6672,0.8579136690647482,2578,3336,0.7727817745803357,354
opponent_global,wide,direction_points,100,overall,Overall,10942,15048,0.7271398192450824,4211,7524,0.5596757044125465,712
opponent_global,wide,direction_points,100,surface,Hard,7202,9646,0.7466307277628033,2814,4823,0.5834542815674891,569
opponent_global,wide,direction_points,100,surface,Clay,2522,3744,0.6736111111111112,939,1872,0.5016025641025641,409
opponent_global,wide,direction_points,100,surface,Grass,1218,1658,0.7346200241254524,458,829,0.5524728588661038,299
opponent_global,wide,direction_points,100,derived_period,to_2009,2764,3912,0.7065439672801636,970,1956,0.49591002044989774,301
opponent_global,wide,direction_points,100,derived_period,2010s,2936,4464,0.6577060931899642,1056,2232,0.4731182795698925,261
opponent_global,wide,direction_points,100,derived_period,2020s,5242,6672,0.7856714628297362,2185,3336,0.6549760191846523,331
opponent_global,wide,direction_points,250,overall,Overall,8580,15048,0.5701754385964912,2593,7524,0.3446305156831473,653
opponent_global,wide,direction_points,250,surface,Hard,5708,9646,0.5917478747667427,1774,4823,0.3678208583868961,518
opponent_global,wide,direction_points,250,surface,Clay,1906,3744,0.5090811965811965,548,1872,0.29273504273504275,369
opponent_global,wide,direction_points,250,surface,Grass,966,1658,0.5826296743063932,271,829,0.32689987937273823,281
opponent_global,wide,direction_points,250,derived_period,to_2009,2227,3912,0.5692740286298569,597,1956,0.3052147239263804,281
opponent_global,wide,direction_points,250,derived_period,2010s,2218,4464,0.4968637992831541,621,2232,0.2782258064516129,230
opponent_global,wide,direction_points,250,derived_period,2020s,4135,6672,0.6197541966426858,1375,3336,0.4121702637889688,302
opponent_global,wide,direction_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_global,wide,direction_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_global,wide,direction_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_global,wide,direction_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_global,wide,direction_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_global,wide,direction_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_global,wide,direction_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_global,wide,direction_matches,1,overall,Overall,14043,15048,0.9332137161084529,6639,7524,0.8823763955342903,880
opponent_global,wide,direction_matches,1,surface,Hard,9106,9646,0.9440182459050384,4349,4823,0.9017209205888451,671
opponent_global,wide,direction_matches,1,surface,Clay,3396,3744,0.907051282051282,1569,1872,0.8381410256410257,525
opponent_global,wide,direction_matches,1,surface,Grass,1541,1658,0.9294330518697226,721,829,0.8697225572979493,344
opponent_global,wide,direction_matches,1,derived_period,to_2009,3555,3912,0.9087423312883436,1617,1956,0.8266871165644172,341
opponent_global,wide,direction_matches,1,derived_period,2010s,4111,4464,0.9209229390681004,1938,2232,0.8682795698924731,344
opponent_global,wide,direction_matches,1,derived_period,2020s,6377,6672,0.9557853717026379,3084,3336,0.9244604316546763,420
opponent_global,wide,direction_matches,3,overall,Overall,12962,15048,0.8613769271664008,5764,7524,0.7660818713450293,791
opponent_global,wide,direction_matches,3,surface,Hard,8494,9646,0.8805722579307484,3840,4823,0.7961849471283433,617
opponent_global,wide,direction_matches,3,surface,Clay,3054,3744,0.8157051282051282,1310,1872,0.6997863247863247,475
opponent_global,wide,direction_matches,3,surface,Grass,1414,1658,0.8528347406513872,614,829,0.7406513872135102,323
opponent_global,wide,direction_matches,3,derived_period,to_2009,3211,3912,0.8208077709611452,1318,1956,0.6738241308793456,319
opponent_global,wide,direction_matches,3,derived_period,2010s,3719,4464,0.8331093189964157,1629,2232,0.7298387096774194,305
opponent_global,wide,direction_matches,3,derived_period,2020s,6032,6672,0.9040767386091128,2817,3336,0.8444244604316546,378
opponent_global,wide,direction_matches,5,overall,Overall,12197,15048,0.8105396065922382,5175,7524,0.687799043062201,751
opponent_global,wide,direction_matches,5,surface,Hard,8049,9646,0.8344391457599005,3478,4823,0.7211279286750985,597
opponent_global,wide,direction_matches,5,surface,Clay,2819,3744,0.7529380341880342,1147,1872,0.6127136752136753,444
opponent_global,wide,direction_matches,5,surface,Grass,1329,1658,0.8015681544028951,550,829,0.6634499396863691,309
opponent_global,wide,direction_matches,5,derived_period,to_2009,2974,3912,0.7602249488752556,1132,1956,0.5787321063394683,312
opponent_global,wide,direction_matches,5,derived_period,2010s,3440,4464,0.7706093189964157,1423,2232,0.6375448028673835,283
opponent_global,wide,direction_matches,5,derived_period,2020s,5783,6672,0.8667565947242206,2620,3336,0.7853717026378897,357
opponent_global,wide,direction_matches,10,overall,Overall,10744,15048,0.7139819245082403,4057,7524,0.5392078681552366,707
opponent_global,wide,direction_matches,10,surface,Hard,7104,9646,0.7364710760937176,2730,4823,0.5660377358490566,569
opponent_global,wide,direction_matches,10,surface,Clay,2448,3744,0.6538461538461539,889,1872,0.47489316239316237,406
opponent_global,wide,direction_matches,10,surface,Grass,1192,1658,0.7189384800965019,438,829,0.5283474065138721,296
opponent_global,wide,direction_matches,10,derived_period,to_2009,2540,3912,0.6492842535787321,807,1956,0.4125766871165644,292
opponent_global,wide,direction_matches,10,derived_period,2010s,2955,4464,0.6619623655913979,1069,2232,0.4789426523297491,265
opponent_global,wide,direction_matches,10,derived_period,2020s,5249,6672,0.7867206235011991,2181,3336,0.6537769784172662,335
opponent_global,wide,direction_matches,20,overall,Overall,8830,15048,0.5867889420521,2781,7524,0.3696172248803828,654
opponent_global,wide,direction_matches,20,surface,Hard,5879,9646,0.6094754302301472,1902,4823,0.3943603566245076,522
opponent_global,wide,direction_matches,20,surface,Clay,1969,3744,0.5259081196581197,594,1872,0.3173076923076923,370
opponent_global,wide,direction_matches,20,surface,Grass,982,1658,0.5922798552472859,285,829,0.34378769601930037,280
opponent_global,wide,direction_matches,20,derived_period,to_2009,2038,3912,0.5209611451942741,501,1956,0.2561349693251534,270
opponent_global,wide,direction_matches,20,derived_period,2010s,2370,4464,0.5309139784946236,707,2232,0.31675627240143367,238
opponent_global,wide,direction_matches,20,derived_period,2020s,4422,6672,0.6627697841726619,1573,3336,0.47152278177458035,309
opponent_global,body,direction_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_global,body,direction_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_global,body,direction_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_global,body,direction_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_global,body,direction_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_global,body,direction_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_global,body,direction_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_global,body,direction_points,10,overall,Overall,13694,15048,0.9100212652844232,6354,7524,0.8444976076555024,844
opponent_global,body,direction_points,10,surface,Hard,8918,9646,0.9245283018867925,4190,4823,0.8687538876218122,650
opponent_global,body,direction_points,10,surface,Clay,3271,3744,0.8736645299145299,1470,1872,0.7852564102564102,507
opponent_global,body,direction_points,10,surface,Grass,1505,1658,0.9077201447527141,694,829,0.8371531966224367,334
opponent_global,body,direction_points,10,derived_period,to_2009,3450,3912,0.8819018404907976,1527,1956,0.7806748466257669,332
opponent_global,body,direction_points,10,derived_period,2010s,3957,4464,0.8864247311827957,1811,2232,0.8113799283154122,327
opponent_global,body,direction_points,10,derived_period,2020s,6287,6672,0.9422961630695443,3016,3336,0.9040767386091128,407
opponent_global,body,direction_points,25,overall,Overall,13002,15048,0.8640350877192983,5792,7524,0.7698032961190856,803
opponent_global,body,direction_points,25,surface,Hard,8533,9646,0.8846153846153846,3869,4823,0.8021978021978022,623
opponent_global,body,direction_points,25,surface,Clay,3038,3744,0.8114316239316239,1296,1872,0.6923076923076923,478
opponent_global,body,direction_points,25,surface,Grass,1431,1658,0.8630880579010857,627,829,0.7563329312424608,327
opponent_global,body,direction_points,25,derived_period,to_2009,3246,3912,0.8297546012269938,1350,1956,0.6901840490797546,325
opponent_global,body,direction_points,25,derived_period,2010s,3684,4464,0.8252688172043011,1594,2232,0.71415770609319,308
opponent_global,body,direction_points,25,derived_period,2020s,6072,6672,0.9100719424460432,2848,3336,0.8537170263788969,384
opponent_global,body,direction_points,50,overall,Overall,12129,15048,0.8060207336523126,5111,7524,0.6792929292929293,758
opponent_global,body,direction_points,50,surface,Hard,7998,9646,0.8291519800953763,3434,4823,0.7120049761559195,598
opponent_global,body,direction_points,50,surface,Clay,2787,3744,0.7443910256410257,1118,1872,0.5972222222222222,447
opponent_global,body,direction_points,50,surface,Grass,1344,1658,0.8106151990349819,559,829,0.6743063932448733,312
opponent_global,body,direction_points,50,derived_period,to_2009,2973,3912,0.7599693251533742,1130,1956,0.5777096114519428,312
opponent_global,body,direction_points,50,derived_period,2010s,3370,4464,0.7549283154121864,1361,2232,0.6097670250896058,283
opponent_global,body,direction_points,50,derived_period,2020s,5786,6672,0.8672062350119905,2620,3336,0.7853717026378897,362
opponent_global,body,direction_points,100,overall,Overall,10784,15048,0.7166400850611377,4091,7524,0.5437267410951622,714
opponent_global,body,direction_points,100,surface,Hard,7175,9646,0.7438316400580551,2781,4823,0.5766120671781049,571
opponent_global,body,direction_points,100,surface,Clay,2406,3744,0.6426282051282052,862,1872,0.46047008547008544,409
opponent_global,body,direction_points,100,surface,Grass,1203,1658,0.7255729794933655,448,829,0.5404101326899879,298
opponent_global,body,direction_points,100,derived_period,to_2009,2622,3912,0.6702453987730062,866,1956,0.4427402862985685,296
opponent_global,body,direction_points,100,derived_period,2010s,2943,4464,0.6592741935483871,1067,2232,0.47804659498207885,267
opponent_global,body,direction_points,100,derived_period,2020s,5219,6672,0.7822242206235012,2158,3336,0.6468824940047961,335
opponent_global,body,direction_points,250,overall,Overall,8377,15048,0.5566852737905369,2470,7524,0.3282828282828283,649
opponent_global,body,direction_points,250,surface,Hard,5611,9646,0.5816918930126477,1708,4823,0.35413642960812775,519
opponent_global,body,direction_points,250,surface,Clay,1817,3744,0.48530982905982906,498,1872,0.266025641025641,361
opponent_global,body,direction_points,250,surface,Grass,949,1658,0.5723763570566948,264,829,0.31845597104945716,278
opponent_global,body,direction_points,250,derived_period,to_2009,1990,3912,0.5086912065439673,470,1956,0.24028629856850717,268
opponent_global,body,direction_points,250,derived_period,2010s,2221,4464,0.4975358422939068,622,2232,0.278673835125448,233
opponent_global,body,direction_points,250,derived_period,2020s,4166,6672,0.624400479616307,1378,3336,0.4130695443645084,308
opponent_global,body,direction_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_global,body,direction_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_global,body,direction_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_global,body,direction_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_global,body,direction_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_global,body,direction_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_global,body,direction_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_global,body,direction_matches,1,overall,Overall,14040,15048,0.9330143540669856,6636,7524,0.8819776714513556,879
opponent_global,body,direction_matches,1,surface,Hard,9102,9646,0.9436035662450757,4345,4823,0.9008915612689198,670
opponent_global,body,direction_matches,1,surface,Clay,3397,3744,0.9073183760683761,1570,1872,0.8386752136752137,525
opponent_global,body,direction_matches,1,surface,Grass,1541,1658,0.9294330518697226,721,829,0.8697225572979493,344
opponent_global,body,direction_matches,1,derived_period,to_2009,3551,3912,0.907719836400818,1613,1956,0.8246421267893661,341
opponent_global,body,direction_matches,1,derived_period,2010s,4111,4464,0.9209229390681004,1939,2232,0.8687275985663082,343
opponent_global,body,direction_matches,1,derived_period,2020s,6378,6672,0.9559352517985612,3084,3336,0.9244604316546763,420
opponent_global,body,direction_matches,3,overall,Overall,12952,15048,0.8607123870281765,5757,7524,0.7651515151515151,791
opponent_global,body,direction_matches,3,surface,Hard,8488,9646,0.8799502384408044,3834,4823,0.7949409081484553,617
opponent_global,body,direction_matches,3,surface,Clay,3051,3744,0.8149038461538461,1310,1872,0.6997863247863247,475
opponent_global,body,direction_matches,3,surface,Grass,1413,1658,0.8522316043425814,613,829,0.7394451145958987,323
opponent_global,body,direction_matches,3,derived_period,to_2009,3201,3912,0.8182515337423313,1311,1956,0.6702453987730062,319
opponent_global,body,direction_matches,3,derived_period,2010s,3719,4464,0.8331093189964157,1628,2232,0.7293906810035843,305
opponent_global,body,direction_matches,3,derived_period,2020s,6032,6672,0.9040767386091128,2818,3336,0.8447242206235012,378
opponent_global,body,direction_matches,5,overall,Overall,12182,15048,0.8095427963849017,5163,7524,0.6862041467304625,750
opponent_global,body,direction_matches,5,surface,Hard,8039,9646,0.8334024466099937,3471,4823,0.7196765498652291,597
opponent_global,body,direction_matches,5,surface,Clay,2816,3744,0.7521367521367521,1145,1872,0.6116452991452992,443
opponent_global,body,direction_matches,5,surface,Grass,1327,1658,0.8003618817852834,547,829,0.6598311218335344,309
opponent_global,body,direction_matches,5,derived_period,to_2009,2964,3912,0.7576687116564417,1126,1956,0.5756646216768916,311
opponent_global,body,direction_matches,5,derived_period,2010s,3442,4464,0.7710573476702509,1425,2232,0.6384408602150538,283
opponent_global,body,direction_matches,5,derived_period,2020s,5776,6672,0.8657074340527577,2612,3336,0.7829736211031175,357
opponent_global,body,direction_matches,10,overall,Overall,10717,15048,0.7121876661350346,4035,7524,0.5362838915470495,705
opponent_global,body,direction_matches,10,surface,Hard,7087,9646,0.7347086875388762,2715,4823,0.5629276383993365,568
opponent_global,body,direction_matches,10,surface,Clay,2440,3744,0.6517094017094017,883,1872,0.4716880341880342,405
opponent_global,body,direction_matches,10,surface,Grass,1190,1658,0.7177322074788902,437,829,0.5271411338962606,296
opponent_global,body,direction_matches,10,derived_period,to_2009,2532,3912,0.647239263803681,800,1956,0.40899795501022496,291
opponent_global,body,direction_matches,10,derived_period,2010s,2953,4464,0.6615143369175627,1068,2232,0.478494623655914,264
opponent_global,body,direction_matches,10,derived_period,2020s,5232,6672,0.7841726618705036,2167,3336,0.6495803357314148,335
opponent_global,body,direction_matches,20,overall,Overall,8803,15048,0.5849946836788942,2765,7524,0.36749069643806487,653
opponent_global,body,direction_matches,20,surface,Hard,5864,9646,0.6079203815052872,1889,4823,0.3916649388347502,522
opponent_global,body,direction_matches,20,surface,Clay,1959,3744,0.5232371794871795,592,1872,0.3162393162393162,368
opponent_global,body,direction_matches,20,surface,Grass,980,1658,0.5910735826296744,284,829,0.3425814234016888,280
opponent_global,body,direction_matches,20,derived_period,to_2009,2034,3912,0.5199386503067485,499,1956,0.2551124744376278,270
opponent_global,body,direction_matches,20,derived_period,2010s,2371,4464,0.5311379928315412,707,2232,0.31675627240143367,239
opponent_global,body,direction_matches,20,derived_period,2020s,4398,6672,0.6591726618705036,1559,3336,0.467326139088729,308
opponent_global,T,direction_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_global,T,direction_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_global,T,direction_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_global,T,direction_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_global,T,direction_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_global,T,direction_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_global,T,direction_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_global,T,direction_points,10,overall,Overall,13560,15048,0.9011164274322169,6250,7524,0.8306751727804359,835
opponent_global,T,direction_points,10,surface,Hard,8827,9646,0.9150943396226415,4122,4823,0.8546547791830811,643
opponent_global,T,direction_points,10,surface,Clay,3240,3744,0.8653846153846154,1449,1872,0.7740384615384616,498
opponent_global,T,direction_points,10,surface,Grass,1493,1658,0.9004825090470446,679,829,0.8190591073582629,333
opponent_global,T,direction_points,10,derived_period,to_2009,3442,3912,0.8798568507157464,1519,1956,0.7765848670756647,331
opponent_global,T,direction_points,10,derived_period,2010s,3909,4464,0.8756720430107527,1773,2232,0.7943548387096774,324
opponent_global,T,direction_points,10,derived_period,2020s,6209,6672,0.93060551558753,2958,3336,0.8866906474820144,402
opponent_global,T,direction_points,25,overall,Overall,12786,15048,0.8496810207336523,5625,7524,0.7476076555023924,778
opponent_global,T,direction_points,25,surface,Hard,8392,9646,0.8699979266017002,3752,4823,0.7779390420899854,612
opponent_global,T,direction_points,25,surface,Clay,2981,3744,0.7962072649572649,1260,1872,0.6730769230769231,461
opponent_global,T,direction_points,25,surface,Grass,1413,1658,0.8522316043425814,613,829,0.7394451145958987,323
opponent_global,T,direction_points,25,derived_period,to_2009,3232,3912,0.8261758691206544,1334,1956,0.6820040899795501,321
opponent_global,T,direction_points,25,derived_period,2010s,3610,4464,0.8086917562724014,1545,2232,0.6922043010752689,297
opponent_global,T,direction_points,25,derived_period,2020s,5944,6672,0.8908872901678657,2746,3336,0.8231414868105515,369
opponent_global,T,direction_points,50,overall,Overall,11785,15048,0.7831605528973951,4863,7524,0.6463317384370016,733
opponent_global,T,direction_points,50,surface,Hard,7777,9646,0.8062409288824384,3269,4823,0.6777939042089985,583
opponent_global,T,direction_points,50,surface,Clay,2700,3744,0.7211538461538461,1062,1872,0.5673076923076923,432
opponent_global,T,direction_points,50,surface,Grass,1308,1658,0.7889022919179735,532,829,0.6417370325693607,308
opponent_global,T,direction_points,50,derived_period,to_2009,2934,3912,0.75,1098,1956,0.5613496932515337,307
opponent_global,T,direction_points,50,derived_period,2010s,3255,4464,0.7291666666666666,1288,2232,0.5770609318996416,275
opponent_global,T,direction_points,50,derived_period,2020s,5596,6672,0.8387290167865707,2477,3336,0.742505995203837,344
opponent_global,T,direction_points,100,overall,Overall,10349,15048,0.6877325890483785,3792,7524,0.5039872408293461,694
opponent_global,T,direction_points,100,surface,Hard,6844,9646,0.7095168981961435,2555,4823,0.5297532656023222,554
opponent_global,T,direction_points,100,surface,Clay,2349,3744,0.6274038461538461,823,1872,0.43963675213675213,398
opponent_global,T,direction_points,100,surface,Grass,1156,1658,0.6972255729794934,414,829,0.49939686369119424,293
opponent_global,T,direction_points,100,derived_period,to_2009,2526,3912,0.6457055214723927,798,1956,0.40797546012269936,293
opponent_global,T,direction_points,100,derived_period,2010s,2808,4464,0.6290322580645161,991,2232,0.44399641577060933,248
opponent_global,T,direction_points,100,derived_period,2020s,5015,6672,0.7516486810551559,2003,3336,0.6004196642685852,328
opponent_global,T,direction_points,250,overall,Overall,7821,15048,0.5197368421052632,2167,7524,0.2880116959064328,613
opponent_global,T,direction_points,250,surface,Hard,5264,9646,0.5457184325108854,1507,4823,0.3124611237818785,502
opponent_global,T,direction_points,250,surface,Clay,1671,3744,0.4463141025641026,429,1872,0.22916666666666666,339
opponent_global,T,direction_points,250,surface,Grass,886,1658,0.53437876960193,231,829,0.27864897466827504,272
opponent_global,T,direction_points,250,derived_period,to_2009,1906,3912,0.48721881390593047,431,1956,0.22034764826175868,262
opponent_global,T,direction_points,250,derived_period,2010s,2020,4464,0.4525089605734767,530,2232,0.23745519713261648,203
opponent_global,T,direction_points,250,derived_period,2020s,3895,6672,0.5837829736211031,1206,3336,0.36151079136690645,297
opponent_global,T,direction_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_global,T,direction_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_global,T,direction_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_global,T,direction_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_global,T,direction_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_global,T,direction_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_global,T,direction_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_global,T,direction_matches,1,overall,Overall,14028,15048,0.9322169059011164,6629,7524,0.8810473152578415,875
opponent_global,T,direction_matches,1,surface,Hard,9098,9646,0.943188886585113,4343,4823,0.9004768816089571,668
opponent_global,T,direction_matches,1,surface,Clay,3391,3744,0.905715811965812,1567,1872,0.8370726495726496,523
opponent_global,T,direction_matches,1,surface,Grass,1539,1658,0.928226779252111,719,829,0.8673100120627262,344
opponent_global,T,direction_matches,1,derived_period,to_2009,3550,3912,0.9074642126789366,1614,1956,0.8251533742331288,339
opponent_global,T,direction_matches,1,derived_period,2010s,4108,4464,0.9202508960573477,1937,2232,0.867831541218638,343
opponent_global,T,direction_matches,1,derived_period,2020s,6370,6672,0.954736211031175,3078,3336,0.9226618705035972,418
opponent_global,T,direction_matches,3,overall,Overall,12932,15048,0.8593833067517278,5743,7524,0.763290802764487,789
opponent_global,T,direction_matches,3,surface,Hard,8477,9646,0.8788098693759071,3826,4823,0.7932821895086046,616
opponent_global,T,direction_matches,3,surface,Clay,3042,3744,0.8125,1303,1872,0.6960470085470085,474
opponent_global,T,direction_matches,3,surface,Grass,1413,1658,0.8522316043425814,614,829,0.7406513872135102,323
opponent_global,T,direction_matches,3,derived_period,to_2009,3201,3912,0.8182515337423313,1310,1956,0.6697341513292433,318
opponent_global,T,direction_matches,3,derived_period,2010s,3714,4464,0.831989247311828,1626,2232,0.728494623655914,305
opponent_global,T,direction_matches,3,derived_period,2020s,6017,6672,0.9018285371702638,2807,3336,0.8414268585131894,376
opponent_global,T,direction_matches,5,overall,Overall,12168,15048,0.8086124401913876,5155,7524,0.6851408825093036,750
opponent_global,T,direction_matches,5,surface,Hard,8036,9646,0.8330914368650217,3469,4823,0.7192618702052664,597
opponent_global,T,direction_matches,5,surface,Clay,2806,3744,0.749465811965812,1140,1872,0.6089743589743589,443
opponent_global,T,direction_matches,5,surface,Grass,1326,1658,0.7997587454764777,546,829,0.6586248492159228,309
opponent_global,T,direction_matches,5,derived_period,to_2009,2965,3912,0.7579243353783232,1125,1956,0.5751533742331288,311
opponent_global,T,direction_matches,5,derived_period,2010s,3437,4464,0.7699372759856631,1423,2232,0.6375448028673835,283
opponent_global,T,direction_matches,5,derived_period,2020s,5766,6672,0.8642086330935251,2607,3336,0.7814748201438849,356
opponent_global,T,direction_matches,10,overall,Overall,10718,15048,0.712254120148857,4038,7524,0.5366826156299841,707
opponent_global,T,direction_matches,10,surface,Hard,7088,9646,0.7348123574538669,2719,4823,0.5637569977192619,569
opponent_global,T,direction_matches,10,surface,Clay,2441,3744,0.6519764957264957,884,1872,0.4722222222222222,406
opponent_global,T,direction_matches,10,surface,Grass,1189,1658,0.7171290711700844,435,829,0.5247285886610374,296
opponent_global,T,direction_matches,10,derived_period,to_2009,2534,3912,0.6477505112474438,802,1956,0.4100204498977505,292
opponent_global,T,direction_matches,10,derived_period,2010s,2950,4464,0.66084229390681,1068,2232,0.478494623655914,265
opponent_global,T,direction_matches,10,derived_period,2020s,5234,6672,0.7844724220623501,2168,3336,0.6498800959232613,335
opponent_global,T,direction_matches,20,overall,Overall,8805,15048,0.585127591706539,2762,7524,0.36709197235513025,654
opponent_global,T,direction_matches,20,surface,Hard,5863,9646,0.6078167115902965,1885,4823,0.3908355795148248,523
opponent_global,T,direction_matches,20,surface,Clay,1961,3744,0.5237713675213675,592,1872,0.3162393162393162,367
opponent_global,T,direction_matches,20,surface,Grass,981,1658,0.5916767189384801,285,829,0.34378769601930037,280
opponent_global,T,direction_matches,20,derived_period,to_2009,2035,3912,0.5201942740286298,499,1956,0.2551124744376278,270
opponent_global,T,direction_matches,20,derived_period,2010s,2362,4464,0.5291218637992832,699,2232,0.3131720430107527,237
opponent_global,T,direction_matches,20,derived_period,2020s,4408,6672,0.6606714628297362,1564,3336,0.46882494004796166,308
opponent_surface,wide,direction_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_surface,wide,direction_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_surface,wide,direction_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_surface,wide,direction_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_surface,wide,direction_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_surface,wide,direction_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_surface,wide,direction_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_surface,wide,direction_points,10,overall,Overall,12792,15048,0.8500797448165869,5604,7524,0.74481658692185,804
opponent_surface,wide,direction_points,10,surface,Hard,8606,9646,0.8921832884097035,3930,4823,0.8148455318266639,629
opponent_surface,wide,direction_points,10,surface,Clay,2989,3744,0.7983440170940171,1237,1872,0.6607905982905983,477
opponent_surface,wide,direction_points,10,surface,Grass,1197,1658,0.7219541616405307,437,829,0.5271411338962606,306
opponent_surface,wide,direction_points,10,derived_period,to_2009,3245,3912,0.8294989775051125,1347,1956,0.6886503067484663,327
opponent_surface,wide,direction_points,10,derived_period,2010s,3639,4464,0.8151881720430108,1553,2232,0.6957885304659498,309
opponent_surface,wide,direction_points,10,derived_period,2020s,5908,6672,0.8854916067146283,2704,3336,0.8105515587529976,381
opponent_surface,wide,direction_points,25,overall,Overall,11768,15048,0.7820308346624136,4821,7524,0.6407496012759171,755
opponent_surface,wide,direction_points,25,surface,Hard,8104,9646,0.8401409910843873,3527,4823,0.7312875803441841,595
opponent_surface,wide,direction_points,25,surface,Clay,2655,3744,0.7091346153846154,990,1872,0.5288461538461539,446
opponent_surface,wide,direction_points,25,surface,Grass,1009,1658,0.6085645355850422,304,829,0.36670687575392036,288
opponent_surface,wide,direction_points,25,derived_period,to_2009,3004,3912,0.7678936605316974,1153,1956,0.5894683026584867,316
opponent_surface,wide,direction_points,25,derived_period,2010s,3260,4464,0.7302867383512545,1283,2232,0.5748207885304659,279
opponent_surface,wide,direction_points,25,derived_period,2020s,5504,6672,0.8249400479616307,2385,3336,0.7149280575539568,356
opponent_surface,wide,direction_points,50,overall,Overall,10489,15048,0.6970361509835195,3901,7524,0.5184742158426369,715
opponent_surface,wide,direction_points,50,surface,Hard,7450,9646,0.7723408666804893,3003,4823,0.6226415094339622,572
opponent_surface,wide,direction_points,50,surface,Clay,2219,3744,0.5926816239316239,705,1872,0.3766025641025641,404
opponent_surface,wide,direction_points,50,surface,Grass,820,1658,0.4945717732207479,193,829,0.23281061519903498,265
opponent_surface,wide,direction_points,50,derived_period,to_2009,2679,3912,0.6848159509202454,908,1956,0.46421267893660534,297
opponent_surface,wide,direction_points,50,derived_period,2010s,2807,4464,0.6288082437275986,976,2232,0.43727598566308246,262
opponent_surface,wide,direction_points,50,derived_period,2020s,5003,6672,0.7498501199040767,2017,3336,0.6046163069544365,339
opponent_surface,wide,direction_points,100,overall,Overall,8780,15048,0.5834662413609782,2826,7524,0.37559808612440193,659
opponent_surface,wide,direction_points,100,surface,Hard,6495,9646,0.6733360978643997,2304,4823,0.477710968277006,544
opponent_surface,wide,direction_points,100,surface,Clay,1702,3744,0.4545940170940171,429,1872,0.22916666666666666,357
opponent_surface,wide,direction_points,100,surface,Grass,583,1658,0.3516284680337756,93,829,0.11218335343787696,229
opponent_surface,wide,direction_points,100,derived_period,to_2009,2255,3912,0.5764314928425358,649,1956,0.331799591002045,270
